idAirTable,direccion,fechaDeCarga,barrio,ciudad,cpc,zona,calle,altura,tipo,superficie,piso,dormitorios,categoria,precioUS,latitud,longitud
recWv6F88HDfl5AuY,"Padre Luis Galeano 1000 Ciudad de Cordoba, Provincia de Córdoba, Argentina",11/9/2023,Las Rosas,Ciudad de Cordoba,Colón,Oeste,Padre Luis Galeano,950,COMPLEJO CERRADO,89.95,11,2,PREMIUM,180000,-31.39299750,-64.22209800
recCQaQkSHztz4DJb,"Roberto Boyle 6200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Villa Belgrano,Ciudad de Cordoba,Argüello,Norte 1,Roberto Boyle,6130,EDIFICIO DE DEPARTAMENTOS,97.50,PLANTA BAJA,2,PREMIUM,180000,-31.36207460,-64.25886340
recVGWYPsltEjAuce,"Costas de Manantiales Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Manantiales_ Costas de,Ciudad de Cordoba,Villa Libertador,Sur - Oeste,99,2,CASONAS,155.39,1,3,PREMIUM,180000,-31.45701520,-64.23810630
recxtGPcYIFKhSZjK,"Costas de Manantiales Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Manantiales_ Costas de,Ciudad de Cordoba,Villa Libertador,Sur - Oeste,99,2,CASONAS,158.98,1,3,PREMIUM,180000,-31.45701520,-64.23810630
rec3N3xpFpvy0BKU1,"Bv Chacabuco 800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Bv Chacabuco,775,EDIFICIO DE DEPARTAMENTOS,81.29,6,2 y 1/2,ESTANDAR,186000,-31.42672270,-64.18383860
recW0YvBFWF12R07e,"Chacabuco 1200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Chacabuco,1142,EDIFICIO DE DEPARTAMENTOS,84.00,11,2,ALTA GAMA,190000,-31.43083020,-64.18601220
rec5qlK3Jw4JgJm7P,"Malagueño 1100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Jardin,Ciudad de Cordoba,Jardín,Sur,Malagueño,1074,CASONAS,76.65,3,2,PREMIUM,193000,-31.44206770,-64.17972890
recDquozPyphITeib,"Valle Escondido Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Valle Escondido,Ciudad de Cordoba,Colón,Oeste,Av Republica de China,1440,CASONAS,107.10,2,3,ALTA GAMA,199000,-31.37156800,-64.27722090
recBQquKHVoAVASi4,"Chacabuco 800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",7/2/2024,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Chacabuco,775,EDIFICIO DE DEPARTAMENTOS,93.96,12,2 y 1/2,PREMIUM,225000,-31.42672270,-64.18383860
recX8wuZSl8q3ma49,"Obispo Salguero 700 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Obispo Salguero,671,EDIFICIO DE DEPARTAMENTOS,88.63,7,2,ALTA GAMA,242500,-31.42589370,-64.18209660
rec7dRNCOrQDZuucC,"Carlos Linneo  5300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Villa Belgrano,Ciudad de Cordoba,Argüello,Norte 1,Carlos Linneo ,5240,COMPLEJO CERRADO,142.64,1,2 y 1/2,PREMIUM,265000,-31.36162310,-64.24703610
rec9xxPWEjOyBdnpV,"Derqui 300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Derqui,279,EDIFICIO DE DEPARTAMENTOS,67.64,8,2,ALTA GAMA,276000,-31.42695780,-64.18426900
recYnkUhVGrwVDiV8,"Laplace  5500 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Villa Belgrano,Ciudad de Cordoba,Argüello,Norte 1,Laplace ,5442,COMPLEJO CERRADO,143.30,1,3,PREMIUM,278000,-31.36065790,-64.24659670
rechT3eS88UzJRoU1,"Derqui 300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Derqui,279,EDIFICIO DE DEPARTAMENTOS,114.95,9,4 o más,ALTA GAMA,305000,-31.42695780,-64.18426900
rec5BSLOi2PiHBUKS,"San Lorenzo 600 Ciudad de Cordoba, Provincia de Córdoba, Argentina",9/7/2021,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,San Lorenzo,501,EDIFICIO DE DEPARTAMENTOS,125.99,7,3,PREMIUM,305000,-31.42556400,-64.17911000
recMwS12Cj9GjuG0x,"Bolivia 300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Bolivia,263,EDIFICIO DE DEPARTAMENTOS,165.00,4,3,PREMIUM,357000,-31.43219210,-64.18641420
recDqaLf567l2u2Kq,"Roberto Boyle 6200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Villa Belgrano,Ciudad de Cordoba,Argüello,Norte 1,Roberto Boyle,6135,COMPLEJO CERRADO,258.55,2,3,ALTA GAMA,390000,-31.36207460,-64.25886340
recYBJe2Qy1RU9lg3,"Cavendish 6200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Villa Belgrano,Ciudad de Cordoba,Argüello,Norte 1,Cavendish,6130,EDIFICIO DE DEPARTAMENTOS,107.61,3,3,ALTA GAMA,393000,-31.36519960,-64.25950780
rec4PvhD5q5sMQWBJ,"Roberto Boyle 6200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Villa Belgrano,Ciudad de Cordoba,Argüello,Norte 1,Roberto Boyle,6135,COMPLEJO CERRADO,269.90,3,3,ALTA GAMA,400000,-31.36207460,-64.25886340
