idAirTable,direccion,fechaDeCarga,barrio,ciudad,cpc,zona,calle,altura,tipo,superficie,piso,dormitorios,categoria,precioUS,latitud,longitud
recePRZijseruO5qD,"Bv Chacabuco 800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Bv Chacabuco,775,EDIFICIO DE DEPARTAMENTOS,45.31,2,1,ESTANDAR,78000,-31.42672270,-64.18383860
recFHjHqK3gz5EV9s,"Obispo Salguero 500 Ciudad de Cordoba, Provincia de Córdoba, Argentina",9/5/2023,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Obispo Salguero,479,EDIFICIO DE DEPARTAMENTOS,46.65,5,1,ESTANDAR,78000,-31.42370700,-64.18148400
rec7QgXMxfH3WJ7Wy,"Bv San Juan 600 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Centro Sud (Av Colon hacia Nva Cba),Ciudad de Cordoba,Mercado Central,Central,Bv San Juan,554,EDIFICIO DE DEPARTAMENTOS,62.40,14,1,ESTANDAR,78000,-31.41856760,-64.19411220
recZ63V0RaLesOOCR,"Chacabuco 800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Chacabuco,775,EDIFICIO DE DEPARTAMENTOS,47.31,4,1,PREMIUM,78500,-31.42672270,-64.18383860
recE7AU3EaW5hFHze,"transito CACERES DE ALLENDE 500 Ciudad de Cordoba, Provincia de Córdoba, Argentina",11/3/2023,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,transito CACERES DE ALLENDE,459,EDIFICIO DE DEPARTAMENTOS,52.32,11,2,ESTANDAR,78500,-31.42483900,-64.17737800
recFlDqk1f7qoKyt7,"Ituzaingo 700 Ciudad de Cordoba, Provincia de Córdoba, Argentina",2/5/2024,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Ituzaingo,700,EDIFICIO DE DEPARTAMENTOS,40.99,5,1,PREMIUM,79000,-31.42521440,-64.18501750
recO5oLAU1FU8efCy,"Ituzaingo 700 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Ituzaingo,700,EDIFICIO DE DEPARTAMENTOS,41.04,4,1,PREMIUM,79000,-31.42521440,-64.18501750
rec4avneUzDfBURb8,"Brasil 200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Brasil,152,EDIFICIO DE DEPARTAMENTOS,46.65,4,1,ESTANDAR,79000,-31.42892430,-64.19234300
recLAJq9lBO61OJVV,"Buenos Aires 500 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Buenos Aires,462,EDIFICIO DE DEPARTAMENTOS,48.65,9,1,ESTANDAR,79000,-31.42253120,-64.18519110
recdryjHx9esCHCMG,"Ambrosio Olmos  1100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Ambrosio Olmos ,1100,EDIFICIO DE DEPARTAMENTOS,52.98,3,1,PREMIUM,79000,-31.43223370,-64.19316380
recuVrW4xygDKAE0e,"Larrañaga 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Larrañaga,91,EDIFICIO DE DEPARTAMENTOS,78.30,8,2,ESTANDAR,79500,-31.42722170,-64.18715320
recFdEsdzBrmRuMkm,"Obispo salguero  600 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Obispo salguero ,561,EDIFICIO DE DEPARTAMENTOS,41.65,6,1,PREMIUM,80000,-31.42489450,-64.18199430
recp2yIIbvk3Qtd2y,"Fructuoso Rivera 200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Fructuoso Rivera,150,EDIFICIO DE DEPARTAMENTOS,45.00,3,1,ESTANDAR,80000,-31.42575030,-64.19093040
recOw5Kg4Kf0D9MVO,"Obispo Salguero 500 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Obispo Salguero,500,EDIFICIO DE DEPARTAMENTOS,45.31,2,1,ESTANDAR,80000,-31.42370700,-64.18148400
recbHz89uVI3I1OGj,"Balcarce 500 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Balcarce,451,EDIFICIO DE DEPARTAMENTOS,47.00,13,1,ESTANDAR,80000,-31.42456020,-64.17869810
recM4cCZHSdJZYDWS,"Bv Chacabuco 800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Bv Chacabuco,775,FORMA PARTE DE UN PH ,47.32,3,1,ESTANDAR,80000,-31.42672270,-64.18383860
recaMaSELmWEXYLON,"Velez Sarsrfield 1300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Velez Sarsrfield,1251,EDIFICIO DE DEPARTAMENTOS,48.30,6,1,PREMIUM,80000,-31.43017000,-64.19316430
recg9NXYYxy5FzKwH,"Buenos Aires 900 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Buenos Aires,891,EDIFICIO DE DEPARTAMENTOS,52.20,9,1,ESTANDAR,80000,-31.42772670,-64.18733220
recynfykzFbBchS71,"Fructuoso Rivera 200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Fructuoso Rivera,150,EDIFICIO DE DEPARTAMENTOS,53.20,10,1,ESTANDAR,80000,-31.42575030,-64.19093040
recdWdO4moLRoFbZf,"Av Colon 6200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Quebrada De Las Rosas,Ciudad de Cordoba,Colón,Oeste,Av Colon,6200,COMPLEJO CERRADO,60.00,18,1 y 1/2,ESTANDAR,80000,-31.39260820,-64.26272820
reciQLVqzBkobdKyi,"Av Velez Sarsfield 1900 Ciudad de Cordoba, Provincia de Córdoba, Argentina",9/8/2022,Guemes,Ciudad de Cordoba,Mercado Central,Central,Av Velez Sarsfield,1802,EDIFICIO DE DEPARTAMENTOS,76.95,5,2,ESTANDAR,80000,-31.43636070,-64.19545710
recU9l6LqnRoO3oYz,"Duarte Quiros  300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Centro Sud (Av Colon hacia Nva Cba),Ciudad de Cordoba,Mercado Central,Central,Duarte Quiros ,298,EDIFICIO DE DEPARTAMENTOS,84.02,5,3,ESTANDAR,80000,-31.41810470,-64.18947410
recrLNJkkP8emJWxz,"Av. Figueroa Alcorta 300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",9/1/2023,Centro Sud (Av Colon hacia Nva Cba),Ciudad de Cordoba,Mercado Central,Central,Av. Figueroa Alcorta,220,EDIFICIO DE DEPARTAMENTOS,98.32,2,3,ESTANDAR,80000,-31.41016290,-64.19051960
recFOhxlzKf4QAvUD,"Chacabuco 800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Chacabuco,775,EDIFICIO DE DEPARTAMENTOS,45.31,3,1,ESTANDAR,80500,-31.42672270,-64.18383860
recKC1O7BpYRfEdLD,"Fructuoso Rivera 200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Fructuoso Rivera,150,EDIFICIO DE DEPARTAMENTOS,44.65,1,1,ESTANDAR,80675,-31.42575030,-64.19093040
recVZRxcYwPKKkHCK,"Obispo salguero 600 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Obispo salguero,582,EDIFICIO DE DEPARTAMENTOS,46.65,8,1,ESTANDAR,81000,-31.42489450,-64.18199430
recoa0ltFSIsB4NnJ,"Lima 1400 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/12/2023,General Paz,Ciudad de Cordoba,Pueyrredon,Este,Lima,1367,EDIFICIO DE DEPARTAMENTOS,69.14,PLANTA BAJA,2,ESTANDAR,81000,-31.41256720,-64.16533950
recWJB44wXrevSzp4,"Velez Sarsfield  1100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Velez Sarsfield ,1045,EDIFICIO DE DEPARTAMENTOS,53.00,10,1,ESTANDAR,81500,-31.42783660,-64.19212120
recmodXBir3Dy1RjK,"Obispo Trejo  1400 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Obispo Trejo ,1315,EDIFICIO DE DEPARTAMENTOS,66.65,6,2,ESTANDAR,81500,-31.43179200,-64.19204020
rec9wpOY8UYWSJ6gk,"Obispo Salguero 600 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Obispo Salguero,518,EDIFICIO DE DEPARTAMENTOS,81.60,5,2,ESTANDAR,81500,-31.42489450,-64.18199430
rec20Kb94jIt0fdrL,"Av Ambrosio Olmos 800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Av Ambrosio Olmos,760,FORMA PARTE DE UN PH ,39.99,2,1,ESTANDAR,82000,-31.43101860,-64.19051850
recG9oMTYEJXgVCOT,"Ituzaingo 700 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Ituzaingo,650,EDIFICIO DE DEPARTAMENTOS,42.64,5,1,PREMIUM,82000,-31.42521440,-64.18501750
recUb42d0dk0PBfMH,"Bolivia 300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Bolivia,207,EDIFICIO DE DEPARTAMENTOS,46.20,3,1,ESTANDAR,82500,-31.43219210,-64.18641420
recTsB1JsQu6U1wVy,"Sol de Mayo 500 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Alto Alberdi,Ciudad de Cordoba,Colón,Oeste,Sol de Mayo,420,COMPLEJO CERRADO,70.66,8,2,ESTANDAR,82800,-31.41460250,-64.20971880
recFzXbWjPvmGqFUu,"Rondeau 300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Rondeau,232,EDIFICIO DE DEPARTAMENTOS,46.99,5,1,PREMIUM,83000,-31.42327610,-64.18278420
rec79St4hVdoC9o6a,"OBISPO ORO 400 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,OBISPO ORO,400,EDIFICIO DE DEPARTAMENTOS,51.65,9,1,PREMIUM,83000,-31.42611330,-64.18248690
reck4o4WcrTxqUmY4,"OBISPO ORO 400 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,OBISPO ORO,400,EDIFICIO DE DEPARTAMENTOS,51.65,4,1,PREMIUM,83000,-31.42611330,-64.18248690
reclzyQfqhB3npzWf,"OBISPO ORO 400 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,OBISPO ORO,400,EDIFICIO DE DEPARTAMENTOS,51.65,5,1,PREMIUM,83000,-31.42611330,-64.18248690
rec5KdjGvxwe7Vgbg,"OBISPO ORO 400 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,OBISPO ORO,400,EDIFICIO DE DEPARTAMENTOS,52.64,4,1,PREMIUM,83000,-31.42611330,-64.18248690
recj8bJT4DKVP1BfC,"Crisol 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Crisol,49,EDIFICIO DE DEPARTAMENTOS,62.60,10,1,ESTANDAR,83000,-31.42896790,-64.18830170
recj2uPEz8hn8MPuu,"Lima 1400 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,General Paz,Ciudad de Cordoba,Pueyrredon,Este,Lima,1347,EDIFICIO DE DEPARTAMENTOS,73.65,5,2,ESTANDAR,83000,-31.41256720,-64.16533950
receoa05Ata4Y1j0A,"Ambrosio Olmos  1100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",3/11/2024,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Ambrosio Olmos ,1100,EDIFICIO DE DEPARTAMENTOS,43.66,2,1,PREMIUM,83500,-31.43223370,-64.19316380
rec2Gm1Oyo4Rn08xV,"PRINGLES  200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",7/7/2024,General Paz,Ciudad de Cordoba,Pueyrredon,Este,PRINGLES ,200,EDIFICIO DE DEPARTAMENTOS,58.96,3,1,ESTANDAR,83500,-31.41388020,-64.16734230
recdcOpiFMHziYb86,"Bolivia 300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",2/2/2024,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Bolivia,235,EDIFICIO DE DEPARTAMENTOS,39.00,5,1 y 1/2,ESTANDAR,84000,-31.43219210,-64.18641420
rechT7n7V9N120TS2,"Ambrosio Olmos  1000 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Ambrosio Olmos ,1000,EDIFICIO DE DEPARTAMENTOS,43.71,13,1,PREMIUM,84000,-31.42814220,-64.18488690
rec2zoLLv3VIr22Bn,"Ambrosio Olmos  1100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Ambrosio Olmos ,1100,EDIFICIO DE DEPARTAMENTOS,47.98,17,1,PREMIUM,85000,-31.43223370,-64.19316380
recP1HFMscM1hHotS," Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,NOBU TOWN - DAKOTA,Ciudad de Cordoba,Villa Libertador,Sur - Oeste,1,1,CASONAS,62.64,2,2,PREMIUM,85000,-31.46593030,-64.29882720
recFiP1qwxMyPTTBY,"Catamarca 1700 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,General Paz,Ciudad de Cordoba,Pueyrredon,Este,Catamarca,1635,EDIFICIO DE DEPARTAMENTOS,71.98,3,1 y 1/2,ESTANDAR,85000,-31.41046320,-64.16202630
recjzjlXs93m0uG3q,"Av colon  5000 Ciudad de Cordoba, Provincia de Córdoba, Argentina",12/7/2023,Teodoro Felds,Ciudad de Cordoba,Colón,Oeste,Av colon ,4933,COMPLEJO CERRADO,74.65,PLANTA BAJA,3,ESTANDAR,85000,-31.39567790,-64.24593590
reciyjmZDd9z14JBL,"24 de Septiembre 800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",8/1/2022,General Paz,Ciudad de Cordoba,Pueyrredon,Este,24 de Septiembre,800,EDIFICIO DE DEPARTAMENTOS,81.32,7,2,ESTANDAR,85000,-31.41557550,-64.17205600
recv20bl8xISt6JUg,"Dr. Francisco Muñiz 800 Rio Cuarto, Provincia de Córdoba, Argentina",1/4/2020,Banda Norte,Rio Cuarto,,,Dr. Francisco Muñiz,800,EDIFICIO DE DEPARTAMENTOS,87.32,15,2,ESTANDAR,85000,-33.11175300,-64.32800900
recUnKQuGPUUcUl59,"Ituzaingo 600 Ciudad de Cordoba, Provincia de Córdoba, Argentina",7/2/2024,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Ituzaingo,558,EDIFICIO DE DEPARTAMENTOS,46.65,4,1,PREMIUM,86000,-31.42402790,-64.18464560
recdbH7Z6KVo9NVcE,"Bv Chacabuco 800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Bv Chacabuco,775,EDIFICIO DE DEPARTAMENTOS,47.40,11,1,ESTANDAR,86000,-31.42672270,-64.18383860
rec3e2voBWAijJUtk,"Bv Chacabuco 800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Bv Chacabuco,775,EDIFICIO DE DEPARTAMENTOS,48.31,4,1,ESTANDAR,86000,-31.42672270,-64.18383860
recvu0bEFo22gQSkr,"Chacabuco 800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Chacabuco,775,EDIFICIO DE DEPARTAMENTOS,49.64,4,1,PREMIUM,86000,-31.42672270,-64.18383860
recZMlX04ewUHxR6p,"Fructuoso Rivera 200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Fructuoso Rivera,150,EDIFICIO DE DEPARTAMENTOS,79.00,PLANTA BAJA,2,ESTANDAR,86600,-31.42575030,-64.19093040
recvQMtjvbteWlAoR,"Bv Chacabuco 1200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Bv Chacabuco,1142,EDIFICIO DE DEPARTAMENTOS,48.65,1,1,PREMIUM,86700,-31.43083020,-64.18601220
recVSrSHH64iOXE3M,"Av Velez Sarsfield 800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Av Velez Sarsfield,760,EDIFICIO DE DEPARTAMENTOS,40.66,7,1,ESTANDAR,87000,-31.42472590,-64.19088850
rec8HRChzXRF8da06,"Ituzaingo 700 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Ituzaingo,660,EDIFICIO DE DEPARTAMENTOS,44.98,6,1,PREMIUM,87000,-31.42521440,-64.18501750
rectjWYauvsfiuLNM,"Catamarca 1200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",9/8/2022,General Paz,Ciudad de Cordoba,Pueyrredon,Este,Catamarca,1131,EDIFICIO DE DEPARTAMENTOS,51.65,5,1,ESTANDAR,87000,-31.41206830,-64.16801520
recvfTxISgmOR381i,"27 de Abril 600 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Centro Sud (Av Colon hacia Nva Cba),Ciudad de Cordoba,Mercado Central,Central,27 de Abril,586,EDIFICIO DE DEPARTAMENTOS,73.95,6,2,ESTANDAR,87000,-31.41207200,-64.18844570
rec8K4fqS0jLfB88N,"Fray Mamerto Esquiú 800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,General Paz,Ciudad de Cordoba,Pueyrredon,Este,Fray Mamerto Esquiú,735,EDIFICIO DE DEPARTAMENTOS,96.60,20 o superior,2,ESTANDAR,87000,-31.40862780,-64.17298210
recYCfIo8kCNp0q8t,"AMBROSIO OLMOS 1100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,AMBROSIO OLMOS,1090,EDIFICIO DE DEPARTAMENTOS,40.99,6,1,ESTANDAR,88000,-31.43223370,-64.19316380
recvlHhi2GKqgz1YJ,"Montevideo 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Montevideo,78,EDIFICIO DE DEPARTAMENTOS,43.98,5,1,PREMIUM,88000,-31.42138520,-64.18823100
reck7RsVpeMakXMju,"Catamarca 1200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",5/8/2024,General Paz,Ciudad de Cordoba,Pueyrredon,Este,Catamarca,1151,EDIFICIO DE DEPARTAMENTOS,64.32,2,2,ESTANDAR,88000,-31.41206830,-64.16801520
rec3Pys9cM4PVISwk,"GENERAL ROMAN DEHEZA 400 Ciudad de Cordoba, Provincia de Córdoba, Argentina",11/3/2023,General Paz,Ciudad de Cordoba,Pueyrredon,Este,GENERAL ROMAN DEHEZA,315,EDIFICIO DE DEPARTAMENTOS,101.20,7,2,ESTANDAR,88000,-31.41051470,-64.16305200
rec6NMkFmtqHM55Bb,"Av Velez Sarsfield 800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Av Velez Sarsfield,762,EDIFICIO DE DEPARTAMENTOS,47.32,11,1 y 1/2,ESTANDAR,88600,-31.42472590,-64.19088850
recLQ3Xt8gMhaOlQo,"La Plata 100 La Falda, Provincia de Córdoba, Argentina",1/4/2018,Centro,La Falda,,,La Plata,58,EDIFICIO DE DEPARTAMENTOS,64.84,1,2,PREMIUM,89000,-31.09179470,-64.48154090
reczcKLtb9RnV4VBc,"Avenida Ambrosio Olmos 1100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Avenida Ambrosio Olmos,1090,EDIFICIO DE DEPARTAMENTOS,51.98,12,1,PREMIUM,90000,-31.43223370,-64.19316380
recCvR5GoofAVl1cW,"Rondeau 200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Rondeau,150,EDIFICIO DE DEPARTAMENTOS,65.00,5,2,ESTANDAR,90000,-31.42286970,-64.18402820
reciKcs02QFSKZHmm,"Rondeau 200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Rondeau,150,EDIFICIO DE DEPARTAMENTOS,70.99,4,2,ESTANDAR,90000,-31.42286970,-64.18402820
recug7blffnj0ZMOb,"Deheza 200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,General Paz,Ciudad de Cordoba,Pueyrredon,Este,Deheza,171,EDIFICIO DE DEPARTAMENTOS,74.95,3,2,ESTANDAR,90000,-31.41272520,-64.16237210
recidV6jAdgkGWprj,"Catamarca 1300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,General Paz,Ciudad de Cordoba,Pueyrredon,Este,Catamarca,1255,EDIFICIO DE DEPARTAMENTOS,78.30,5,2,ESTANDAR,90000,-31.41181680,-64.16684010
reck4TaYgp2Zfj3X0,"Av Colon 6300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Quebrada De Las Rosas,Ciudad de Cordoba,Colón,Oeste,Av Colon,6300,COMPLEJO CERRADO,96.65,14,3,ESTANDAR,90000,-31.39461640,-64.26222210
recPNQV0kEM2hbs1N,"Lima 1400 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,General Paz,Ciudad de Cordoba,Pueyrredon,Este,Lima,1367,EDIFICIO DE DEPARTAMENTOS,108.01,3,2,ESTANDAR,90000,-31.41256720,-64.16533950
recKuBdNGpow9ogNw,"Derqui 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Derqui,55,EDIFICIO DE DEPARTAMENTOS,44.64,6,1,PREMIUM,91100,-31.42611810,-64.18694390
recX1NItvQlQO02J9,"Velez Sarfield  800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Velez Sarfield ,762,EDIFICIO DE DEPARTAMENTOS,43.64,10,1,PREMIUM,92000,-31.42472590,-64.19088850
recEMhCJBXpQ7mPCE,"CAYETANO SILVA 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Alto Alberdi,Ciudad de Cordoba,Colón,Oeste,CAYETANO SILVA,45,EDIFICIO DE DEPARTAMENTOS,66.27,5,2,ESTANDAR,92000,-31.40389340,-64.21980190
reczJnk3yYGP50FbJ,"obispo salguero  600 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,obispo salguero ,600,EDIFICIO DE DEPARTAMENTOS,68.96,16,2,ESTANDAR,92000,-31.42489450,-64.18199430
recVgVY6asVusDet5,"Pje Antonio Serrano 3400 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Jardin,Ciudad de Cordoba,Jardín,Sur,Pje Antonio Serrano,3336,COMPLEJO CERRADO,77.65,1,2,ESTANDAR,92000,-31.45207260,-64.18695640
recsvEsJIYIGiOSh5,"Pje Antonio Serrano 3400 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Jardin,Ciudad de Cordoba,Jardín,Sur,Pje Antonio Serrano,3336,COMPLEJO CERRADO,77.98,1,2,ESTANDAR,92000,-31.45207260,-64.18695640
recwF4m1EFhXh8bmX,"Obispo Salguero 600 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Obispo Salguero,518,EDIFICIO DE DEPARTAMENTOS,91.00,8,2,ESTANDAR,93111,-31.42489450,-64.18199430
recAlqvUoTO2WZzHl,"Fructuoso Rivera 200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Fructuoso Rivera,150,EDIFICIO DE DEPARTAMENTOS,70.60,11,1,ESTANDAR,93380,-31.42575030,-64.19093040
recTw9Tr44ZrPOfZL,"Nazaret 3300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",11/4/2021,Las Rosas,Ciudad de Cordoba,Colón,Oeste,Nazaret,3273,EDIFICIO DE DEPARTAMENTOS,50.64,8,1,PREMIUM,94000,-31.39055600,-64.22878510
reckXDiXECJikIHNr,"Derqui 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Derqui,55,EDIFICIO DE DEPARTAMENTOS,58.64,5,2,PREMIUM,94000,-31.42611810,-64.18694390
recjOElnn8XYg7iNO,"24 de septiembre 1300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",12/12/2023,General Paz,Ciudad de Cordoba,Pueyrredon,Este,24 de septiembre,1215,EDIFICIO DE DEPARTAMENTOS,84.95,2,2,ESTANDAR,94000,-31.41386450,-64.16578020
rec0xiQbxx8sq5pOu,"Obispo Salguero 600 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Obispo Salguero,543,EDIFICIO DE DEPARTAMENTOS,51.98,7,1 y 1/2,ESTANDAR,95000,-31.42489450,-64.18199430
recLqrAwaEQ6J4qE9,"Nuevo Jardín Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nuevo Jardin,Ciudad de Cordoba,Jardín,Sur,-,0,CASONAS,62.00,PLANTA BAJA,2,ESTANDAR,95000,-31.45694160,-64.16402430
